gene,A1,A2,A3,A4,I1,I2,I3,I4,L1,L2,L3,L4,S1,S2,S3,S4
Gene5184,131.1436,164.9589,127.2849,136.1087,149.218,133.649,98.92771,107.101,78.92602,139.3983,53.23574,75.27778,135.6019,132.6948,107.263,152.0138
Gene5185,2.14E-22,1.26E-12,2.31E-15,1.20E-14,0.6977457,1.48E-22,0.8586548,1.896816,8.61E-22,3.34E-23,1.78E-21,1.57E-16,1.686734,1.323782,0.5170887,0.852611
Gene5186,11.56287,7.466746,18.46402,15.73182,9.371906,22.56034,31.97299,29.30707,0,0,0,0,46.42522,54.57832,77.98994,36.80013
Gene5187,0.5547335,0.1958044,0.6822796,0.9498069,1.723478,2.133765,1.111815,0.5539474,0.7163105,2.83E-13,9.87E-34,4.12E-38,4.836893,4.823422,7.920491,5.850911
Gene5188,0.0751866,9.10E-28,7.73E-14,0.9131859,0.9597843,1.581393,0.2680527,0.2253119,6.75E-22,7.91E-41,2.50E-40,0.3703617,3.364082,1.511389,2.211265,2.926845
Gene5189,0,0,0,0,0,0,0,0,0,1.61E-06,1.079212,0,0,0,0,0
Gene5190,1.321262,0.5265545,0.7448763,1.664232,0.2045811,0.4173415,1.390865,1.534417,5.65E-14,0,1.19E-39,1.43E-37,1.210036,1.085032,0.5107297,2.095504
Gene5191,0.6827111,0.08966473,5.26E-08,3.86E-14,9.47E-18,2.49E-09,0.000514159,6.90E-08,0,0,0,1.94E-08,0.001552094,0.4141352,0.0780149,0.3801807
Gene5192,0.2471938,0.1600157,1.178955,0.4041558,0.1309161,0.7621967,1.312955,2.835981,0.273008,0.1186679,0.3591597,0,3.097748,1.638186,4.244266,2.474964
Gene5193,5.648421,5.347615,8.672353,2.146861,0.849447,2.91852,4.093943,7.019968,1.93E-27,3.83E-24,3.63E-39,0,5.541288,6.03282,7.205857,6.424762
Gene5194,7.319105,8.35663,10.11026,7.562116,6.563112,9.199064,15.11766,16.74832,2.576499,0.9463954,9.101013,1.024075,16.9168,17.39642,17.12492,22.06086
Gene5195,6.079273,7.534569,7.05278,6.667819,5.557565,7.779096,7.490065,5.930695,8.007404,7.018729,4.182972,2.213993,6.486389,7.454741,6.754075,6.045421
Gene5196,9.28E-15,3.01E-14,0.3614464,2.442455,2.51E-09,1.68E-05,0.4100754,0.4665674,0,0,0,0,3.175786,2.30666,1.951094,1.022663
Gene5197,1.128416,0.7411792,2.256355,1.018318,0.7065417,0.8054637,1.03474,0.891339,0,0,0,0,0.376476,0.3986513,0.7323839,2.01706
Gene5198,1.037531,1.54485,1.125573,2.717765,2.88E-13,0.2988226,1.273483,2.592368,0,0,3.01E-22,0,5.609068,1.136923,2.831854,3.745153
Gene5199,2.35E-14,4.68E-15,1.469479,1.52164,0.1831514,4.35E-17,1.73E-16,1.320726,2.94E-17,3.95E-15,6.15E-10,8.95E-16,1.671585,3.659872,2.473457,0.4922705
Gene5200,2.282213,2.039938,3.208098,2.753881,2.270616,4.081585,7.944769,8.911477,4.045703,0.5011763,5.857934,1.306528,6.771732,8.27669,8.09327,6.826734
Gene5201,171.3659,215.3809,189.6252,167.031,154.2703,167.5068,132.4865,127.7756,344.7181,326.8159,124.861,123.7405,110.7912,124.7342,123.9957,112.4418
Gene5202,16.10925,14.92029,16.90421,17.3589,33.39636,28.76307,31.41725,29.82565,23.17745,11.61813,24.813,13.19504,30.01653,30.95617,28.87738,28.51525
Gene5203,16.10925,14.92029,16.90421,17.3589,33.39636,28.76307,31.41725,29.82565,23.17745,11.61813,24.813,13.19504,30.01653,30.95617,28.87738,28.51525
Gene5204,0,1.22E-47,1.81E-51,1.06E-54,0,3.09E-31,2.20E-52,3.41E-39,0,0,0,0,1.09E-42,4.82E-56,7.44E-39,5.17E-42
Gene5205,1.400314,0.4135554,0.2290499,0.2958713,0.06731095,0.4039723,1.57E-15,0.7212616,1.55E-20,5.44E-16,0.4051044,6.78E-19,0.5268632,0.1480857,0.08398583,7.43E-25
Gene5206,0.1334706,9.98E-29,2.76E-31,5.04E-40,9.80E-34,2.95E-41,1.36E-32,1.29E-21,1.98E-47,0,0,0,2.49E-42,3.27E-30,8.63E-32,2.96E-21
Gene5207,6.98E-24,0.3696957,2.98E-32,6.49E-19,1.02E-24,8.23E-22,0.275756,0.2458831,0,0,0,0,1.63E-20,0,1.78E-71,3.06E-21
Gene5208,4.211635,4.61019,5.286838,5.281099,6.927741,6.938477,9.73043,10.18282,3.396885,2.580245,5.713259,1.457625,9.881858,8.342533,7.054433,8.619272
Gene5209,5.883792,6.356959,6.193875,5.774276,3.779329,3.852444,6.185832,6.428169,0,0,0,0,6.449205,5.540425,7.15815,6.175918
Gene5210,23.92181,16.02308,32.35375,23.46185,18.67857,16.96604,17.60587,15.57275,91.80088,61.85465,19.35325,13.15099,10.83463,11.42395,10.89231,19.30694
Gene5211,7.261096,3.380973,5.077752,7.133953,1.185714,5.610567,8.816203,10.32877,3.78E-13,1.53E-12,1.74E-17,8.15E-10,3.096748,9.278482,0.02085388,13.25351
Gene5212,3.069967,4.112747,6.052141,7.649594,1.080071,1.363187,3.070718,4.853513,0.1835041,4.24E-15,0.00524672,0,5.740256,6.060235,6.094383,5.095198
Gene5213,12.23818,17.60048,16.51203,14.70599,26.38972,15.58991,9.821433,10.03742,25.44115,41.14623,5.047318,2.43845,10.61077,9.576971,3.866061,7.055459
Gene5214,0.8477945,2.214495,1.223119,2.546105,2.370685,1.044884,1.441428,2.002303,0,0,0,0,0.3193679,0.1999538,1.466978,0.9655902
Gene5215,1.600226,0.8730611,0.8619921,2.035063,2.831861,3.369369,5.702335,7.704268,0.5570015,0,2.440353,0.5864211,7.368351,5.515671,5.128053,6.121395
Gene5216,2.235429,1.977512,1.375909,3.26652,1.917008,2.549951,5.204216,5.490939,1.557065,0.6189578,1.772504,0.4323514,5.887145,6.53945,5.67291,4.827399
Gene5217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gene5218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gene5219,9.601969,11.50747,8.994174,11.12073,16.14722,11.33653,15.56223,17.10636,11.41448,5.864877,19.04115,0.5388443,17.04884,17.99833,17.19875,16.97655
Gene5220,0.5115267,0.2367935,0.1336847,0.5319541,0.960111,1.020253,1.90671,1.839557,0.4479329,0,0.7886409,0.2108695,3.68963,4.804621,4.675218,5.286827
Gene5221,32.48708,30.49895,31.14347,30.95548,20.55221,24.4723,18.66262,21.83724,13.36977,6.4433,15.40462,10.3506,15.26054,15.35619,14.42827,10.97286
Gene5222,0.5694368,0.5489697,0.6173891,0.7455099,0.4771246,0.1084609,0.8905444,2.84E-28,0,0,1.90E-55,9.61E-28,0.4126353,6.55E-57,1.55E-22,2.89E-30
Gene5223,3.58E-16,4.03E-19,1.20E-20,2.40E-20,0.1277587,0.02173379,4.52E-32,1.68E-23,1.02E-08,6.58E-11,0.003884125,1.07E-27,7.61E-21,9.61E-20,2.37E-20,6.26E-21
Gene5224,0.5126103,0.6512349,0.1417601,0.6710935,0.6813527,2.283782,6.093766,8.584735,3.126727,0.0742824,5.769758,0,6.441644,7.584963,6.806884,9.007587
Gene5225,0.3389426,1.440911,0.9281164,1.150354,2.183003,3.961445,0.9354292,1.551578,0.1495204,0.2192096,0.2907538,0.151336,1.759511,1.328601,1.987491,0.2628164
Gene5226,3.520234,1.578759,0.9225704,2.72466,1.409765,3.413938,2.573792,1.713322,1.835764,8.01E-18,7.93E-14,6.24E-14,2.565613,1.093653,1.866683,2.594616
Gene5227,3.46E-10,2.47E-14,0.1023172,0.3089125,0.7409872,0.2286838,0.5726612,0.1513045,0,0,0,0,0.7628172,0.00377313,0.7513561,0.03042335
Gene5228,2.426862,2.106266,0.5105445,0.8467649,0.1566431,6.36E-28,1.076421,2.503662,0,0,0,2.55E-39,0.4242849,1.416795,1.948119,0.9069991
Gene5229,0.3555731,0.1280069,0.8084028,1.504403,1.438411,1.33E-49,0.1082575,0.0897642,0,0,0,0,0.9479723,0,0,3.10E-36
Gene5230,1.05E-11,0,1.74E-05,4.79E-21,1.62E-07,4.70E-12,4.33E-11,0.5113531,4.96E-27,0,3.71E-28,0,0.5530883,2.38E-10,0.1493426,0.9127902
Gene5231,10.38046,13.09264,11.3558,14.24007,26.55784,15.82666,20.92065,20.23562,7.099645,4.992644,9.62169,1.11613,21.13571,18.73418,17.27003,17.8378
Gene5232,46.39983,64.8256,50.72997,56.83732,70.73194,33.01269,27.69848,27.49947,13.93896,32.30779,8.952337,2.917555,34.48812,30.01806,28.28346,27.8316
Gene5233,0,0,0,1.61E-59,0,0,3.32E-71,1.71E-58,0,0,0,0,1.86E-56,5.64E-58,2.82E-55,0
Gene5234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gene5235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gene5236,1.059891,2.040765,1.021867,0.3270117,0.4878941,0.5082772,1.01E-09,1.746364,4.63E-21,1.97E-24,2.25E-18,3.68E-25,0.3759747,0.5501347,1.19331,0.1063529
Gene5237,3.16E-33,3.06E-19,3.37E-32,1.00E-18,4.81E-20,1.48E-33,2.03E-34,3.33E-22,4.60E-17,2.49E-27,1.42E-34,1.08E-16,1.49E-31,2.93E-31,2.94E-31,9.92E-31
Gene5238,2.21686,1.917437,2.971136,0.002540803,4.403469,9.42113,7.367439,7.909335,8.500649,2.462503,7.858297,0.6256216,7.212372,5.394265,4.137588,6.276153
Gene5239,1.628392,2.49837,0.9838895,4.04936,1.214847,0.43207,0.2617217,0.7364502,0.9936227,0.4024072,0.3886566,0.3536989,2.585116,3.880735,2.491738,1.487452
Gene5240,0.1131011,1.28E-16,0.3483428,0.1371919,0.07217362,0.1659243,0.2111056,0.3407362,0,0,0,0,1.537638,0.5491496,0.1409491,0.8171039
Gene5241,1.05E-23,4.40E-16,2.98E-10,7.29E-18,2.33E-24,0.07978396,0.07565903,0.3173388,0.1629233,2.08E-37,3.50E-19,0,0.09592107,3.49E-16,6.54E-23,5.83E-26
Gene5242,3.99E-36,0.1694898,0.2723015,1.292161,0.2924648,1.93E-38,0.2961623,0.1864885,0,0,3.33E-28,0,0.09196488,0.08586504,2.92E-35,1.77E-63
Gene5243,2.37E-21,3.75E-48,6.75E-18,8.69E-20,2.96E-19,1.07E-22,1.64E-24,1.91E-27,8.09E-21,0,2.40E-41,0,8.67E-22,2.77E-25,9.22E-26,1.76E-21
Gene5244,2.17E-18,1.42E-19,1.61E-15,2.19E-10,0.1287753,2.18E-17,1.51E-20,6.71E-15,0.000106792,0.002184332,1.03E-17,1.90E-23,1.02E-18,3.84E-20,0.06671779,6.59E-18
Gene5245,0,0.000307928,7.78E-16,0,0.2569376,0.08436286,0.08224451,1.311177,0.3227859,0,0,0,8.98E-06,0.291593,0.4374902,0.2241877
Gene5246,12.15529,16.21349,9.305339,10.35434,10.64609,11.72307,13.84898,11.28246,0,0,0.2326965,0,6.670181,7.431599,4.531671,8.582032
Gene5247,1.606138,2.107114,0.8371906,0.7336201,0.3238356,2.154546,2.25174,2.518274,0,0,0,0,1.750372,1.560634,2.323635,2.758453
Gene5248,10.37471,9.493603,11.2292,12.29065,7.791921,8.9245,16.80906,18.77316,0.1770719,0.08548685,0.3762871,0.0524724,21.21778,22.35774,26.7724,23.81454
Gene5249,3.975233,1.939374,6.594828,3.627962,5.213846,7.491811,8.878803,6.040746,10.65782,1.551129,13.70799,1.735742,13.29134,11.4084,21.34181,12.92399
Gene5250,0.3894881,0.5829705,0.7728824,0.9868324,0.5577259,0.6994731,2.408081,3.639951,0.09184212,4.01E-13,0.08741067,1.79E-18,1.994718,2.030541,2.479414,7.651263
Gene5251,0.1098172,0,0,0,0,0,0,0,0,0,0,0,0,0.1239997,0,0
Gene5252,80.70235,86.62873,80.58802,67.19558,91.84811,83.4742,77.87095,85.65864,0.4556685,0,0,0,70.22791,73.49317,69.14807,76.14344
Gene5253,0,2.95E-45,5.55E-49,5.84E-32,7.47E-36,0.3385726,2.019234,0.8453975,7.76E-33,7.72E-37,2.658543,0,2.865034,3.473299,3.02753,5.16838
Gene5254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gene5255,19.59807,27.04868,25.64229,30.06903,23.77974,34.87835,40.58267,42.46092,32.03514,8.024294,43.01619,6.656293,50.63017,63.87111,57.00371,47.23091
Gene5256,24.27322,25.3122,19.57635,22.57553,21.88481,21.42085,31.37821,28.54714,0,0,0,0,24.3172,24.1282,23.3357,23.08828
Gene5257,11.61287,12.09882,10.11358,11.53854,9.704731,11.89764,16.7465,14.21929,0.07041593,0,0,0,15.20476,12.91251,14.05569,20.52374
Gene5258,1.453732,0,1.134964,3.59E-48,3.86E-24,0.4711895,0.1599859,3.190785,1.742505,5.37E-09,0.02817401,0,2.256957,0.7568923,9.226175,5.468118
Gene5259,3.127505,1.410233,2.704487,1.171829,0.9974627,4.819232,8.545798,8.311717,0.3147565,0,0.6673948,0,8.642966,8.614587,8.87708,10.67037
Gene5260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gene5261,0,1.02E-16,1.54E-39,0,0.354421,0,0.05052729,0.08506992,1.68E-18,0,0.06418438,0,0,0.1210672,0,5.38E-26
Gene5262,3.891585,4.897818,2.826762,1.668838,0.9470005,1.508431,0.4608004,2.353205,0.07485067,8.88E-20,0.4369375,6.63E-21,0.7132658,2.155538,1.127648,1.459129
Gene5263,7.95E-21,4.30E-13,0,1.27E-05,1.50E-15,1.99E-11,7.66E-11,0,3.41E-18,7.42E-14,6.84E-12,3.07E-05,2.68E-26,0,0,2.14E-20
Gene5264,22.47106,22.89928,9.345246,7.728723,0.3349962,3.687559,8.650315,9.45884,0,0,0,0,7.75018,5.250265,2.577187,9.672348
Gene5265,2.670872,1.525503,1.740116,0.6154305,4.522079,4.965107,2.318274,7.579928,2.012067,0.3481636,0.9003234,0,8.918171,9.571567,8.479547,2.770188
Gene5266,0.007867149,0.003425309,0.04848722,0.6228292,0,0.6362685,0.07417323,0.06054654,0.5011613,1.12E-24,0.188989,0,0.4458291,0.132403,0.08464113,0.09138542
Gene5267,0.03975076,1.679359,0.7458959,1.160379,0.3719068,0.8082797,0.03891481,0.1890084,8.10E-15,4.42E-06,0.778642,3.34E-20,0.000462539,0.3443688,0.07806859,8.72E-11
Gene5268,1.009604,1.150587,1.890186,1.410443,1.854561,1.126641,2.513308,3.37163,1.446292,0.4178033,2.468486,0.9291649,3.399061,3.696296,1.150504,3.329986
Gene5269,0.05362734,0.1907721,0.2140342,0.1436614,0.03496299,0.2093746,0.3188709,0.1342971,0,0,0,0,0.234918,0.06533639,0.06381731,0.2679812
Gene5270,0.03249896,0.0924564,1.970961,0.3897668,0.3654461,0.3682562,1.139523,0.1653929,2.19E-33,0,0.2032917,4.33E-39,0.5287339,1.974186,0.9184307,0.1800765
Gene5271,1.639254,1.02005,0.2219067,1.236739,0.6928074,0.7359451,0.1832808,0,0,0,0,0,0,0,0,0
Gene5272,1.925407,1.693411,3.016956,3.752857,0.9071966,2.127507,3.455739,3.614167,0.8526189,0.3863953,4.27068,0.6251627,5.193788,5.259421,5.935253,4.024789
Gene5273,2.58E-10,3.34E-12,0.1147103,3.76E-12,8.82E-10,0.000170487,2.26E-10,1.83E-11,4.54E-07,0.04367499,0.000113323,0,2.34E-08,0.04826447,1.08E-05,1.53E-06
Gene5274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gene5275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gene5276,0.3128598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gene5277,0,0,0,0,0.07339048,0.1430793,0,0.1448846,0,0,0.04294348,0,0.2568051,0,0.1338705,0.07795248
Gene5278,0.03252824,0.06939316,0.04730879,0.2461018,0.06780094,0.4071426,2.07379,2.342197,2.06E-18,0,0.04010618,0,1.528654,0.5880647,1.431361,1.243122
Gene5279,1.005022,1.149754,0.7943968,0.9458244,0.2074187,0.2354582,2.200379,1.979004,0.1760464,0,0.05863087,0,3.789952,4.140392,3.553001,7.044672
Gene5280,0.1063692,2.104959,0.1151941,0.440824,0.2752611,0.1908257,0.2786875,0.1551472,2.45E-19,1.33E-15,0.1304893,0,1.002264,0.216285,0.1218725,0.9022279
Gene5281,1.987209,5.200155,5.767708,5.266245,1.336472,2.441232,4.204207,5.489146,0,0,0.1314429,0,4.467051,5.735012,3.206685,6.572323
Gene5282,1.680554,0.5541069,4.640161,2.756247,0.1986317,7.538942,12.35992,13.96928,0,0,0,0,20.44429,22.00748,25.48513,17.0412
Gene5283,13.83544,13.98875,14.00565,16.52207,10.4964,14.75741,15.76746,16.89155,7.147313,3.465305,10.33368,11.53841,11.74139,12.26803,13.30405,11.06569
Gene5284,1.448141,2.154075,1.345915,1.220143,3.112567,2.301394,1.672998,1.743041,0.0368054,0,0.130053,0.06217027,4.76124,3.901404,8.450319,6.886965
Gene5285,1.166758,3.02E-07,0.8145682,1.705088,0.9720601,0.574518,0.2020902,0.8797295,0,0,0,0.07520631,3.539218,2.14001,3.083479,2.156382
Gene5286,4.766921,5.254215,5.071368,10.50449,10.5276,5.390284,6.541792,4.883647,0.7568999,0.2543573,0.0582659,3.69E-12,6.019175,5.706961,9.493511,8.077306
Gene5287,4.601071,3.767287,7.660678,6.294268,1.987272,5.348943,9.160314,9.754397,0.003192853,1.42E-08,0.4376093,2.74E-18,14.28678,13.66589,16.20039,16.62263
Gene5288,0.1026638,0,0,0,0,0,0.09550978,0.794892,0,0,0,0,0.3703515,1.60103,0.393505,0.8924036
Gene5289,0,0,1.027184,0,0,0,0,4.937727,0,0,0,0,6.966812,10.43737,16.05814,8.204937
Gene5290,3.061004,4.967219,4.496774,2.956048,4.318605,8.842145,9.981701,14.02603,4.863436,1.789417,12.12098,0,16.04443,8.393118,9.775185,8.139456
Gene5291,3.034605,3.341229,0.3722078,2.235552,2.191804,3.560677,7.417907,3.101834,1.54E-10,3.52E-16,6.15E-10,0.3593197,0.308567,4.03454,1.318092,2.747353
Gene5292,0.06774616,0.8074063,0,0,1.664515,3.464157,2.596095,3.786827,2.67331,0,2.284866,2.75E-09,2.870711,4.94831,0.8877288,4.153117
Gene5293,17.84924,15.26873,14.65568,13.95141,21.13495,31.73937,37.47571,36.78082,1.116922,0.3102506,6.184447,1.670408,54.82316,51.11417,44.58055,56.14317
Gene5294,3.335964,2.232853,2.197417,3.891379,2.040658,3.032844,2.007354,2.440175,1.516246,1.86E-08,0.07588687,0,1.854604,2.173616,3.371594,1.05759
Gene5295,5.30E-09,0,0.02853527,0.1424605,0.04594647,0.2618868,0.1599213,0.3026884,0,0,0.05578489,0,0.1156715,0.4313005,0.2139154,0.4163463
Gene5296,0.5662963,9.28E-19,0.01006167,3.23E-10,3.44E-10,1.132785,6.999411,7.162821,2.61E-16,0,7.91E-10,0,7.401672,5.958294,4.782827,7.725442
Gene5297,30.8927,34.05163,34.17243,46.94393,32.96344,32.25533,25.76175,26.48832,0.3851468,0.6949249,1.084034,0.6024218,35.14562,27.14521,30.13774,36.59694
Gene5298,2.579513,3.060158,5.111371,1.825387,0.8287691,5.852927,12.20335,8.662255,0.4217316,0,2.531757,0.4646282,10.20888,11.28662,11.25259,12.99131
Gene5299,1.98E-20,0,5.27E-20,2.14E-08,0,1.85E-19,1.64E-20,0.1460457,0,0,1.94E-06,0,1.40E-13,1.53E-17,0,1.07E-17
Gene5300,1.837482,2.014661,2.532227,3.078619,4.998141,5.51115,10.08513,13.44131,4.179697,0.1645467,8.563138,0.6643568,13.90951,17.86292,16.50343,17.73211
Gene5301,11.34367,9.534373,8.073168,8.612009,9.23358,14.07192,16.85684,18.89645,0.8099049,0.08109681,1.691746,0,21.55181,18.26298,20.06125,21.18224
Gene5302,126.6697,102.635,116.5662,114.323,243.6098,189.0956,171.7272,182.9744,8.493413,5.927757,6.772636,8.09894,121.4259,137.9383,107.9984,187.6362
Gene5303,2.254327,2.004269,5.198516,0.9883107,1.217141,2.029682,3.102829,3.894463,5.174195,2.516875,6.318872,0.3446235,3.112342,4.8284,3.915072,3.160188
Gene5304,0,0.05919418,0,0,0.06566829,0.1022654,0,0.1235029,0.03308126,0,0,0,0.2528402,0.03637956,0,0
Gene5305,1.37E-48,9.20E-44,4.93E-45,1.69E-44,0.4196654,0,5.85E-21,2.17E-21,6.08E-05,1.49E-59,1.010842,1.92E-28,0.4968127,0.4266617,0.653725,3.54E-06
Gene5306,34.71414,21.43996,26.69228,33.69592,23.89616,25.3774,34.10579,26.92217,0,0,0,0,26.46201,25.66105,31.17197,27.40234
Gene5307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gene5308,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9656123,0,0
Gene5309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gene5310,2.31E-21,7.52E-16,1.92E-27,1.53E-19,3.96E-20,1.20E-29,9.31E-30,3.83E-22,0.1971155,1.65E-18,6.78E-20,0,1.50E-18,4.83E-21,1.73E-18,3.48E-28
Gene5311,6.19E-21,4.56E-21,8.12E-07,3.00E-21,1.79E-15,5.79E-22,3.38E-28,3.36E-27,2.82E-19,5.10E-19,3.94E-14,0,4.06E-24,3.18E-27,3.86E-24,3.24E-22
Gene5312,2.77E-06,4.51E-08,2.93E-14,6.42E-06,1.98E-16,6.03E-16,1.52E-15,1.60E-18,6.16E-14,7.40E-09,4.69E-06,7.04E-22,7.77E-20,3.60E-21,1.84E-14,8.28E-18
Gene5313,8.63E-06,1.95E-15,0.002849758,0.1021411,4.89E-07,4.22E-11,0.2759659,0.03035977,0,0,0,0,0,0,6.53E-08,3.13E-18
Gene5314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gene5315,19.00789,15.22608,14.23615,17.75886,13.75112,13.27038,20.2673,22.975,0,0,0,0,16.71197,14.82967,15.50033,22.79831
Gene5316,1.083356,0.3219605,0.7426019,1.257011,1.624109,1.304516,1.825763,1.183435,0.5735978,0.2943074,0.06159234,5.00E-15,0.2704171,0.07225015,0.1440708,0.410693
Gene5317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gene5318,5.27E-11,5.94E-05,1.22E-16,0,0,9.00E-12,0,0.2998124,0,0,0,0,0,0,0.000601073,0.000126308
Gene5319,3.551437,2.228529,1.017506,0.8642521,3.714425,1.95575,1.283473,0.6007446,1.143997,0.6117051,0.8935295,0.7920117,0.9088461,1.171521,2.289595,1.030808
Gene5320,6.781722,4.570114,7.707832,8.675874,6.022258,8.603422,14.03926,11.83091,6.340046,7.65E-35,8.3196,0,14.15105,14.44189,12.94486,15.12288
Gene5321,0.04722625,0.04960198,0.2088858,0.1029126,0.1857588,0.1302047,0.1242891,0.1039761,0.05381777,0,0.05103767,0,0.2654251,0.09878511,0.05576289,0.3809123
Gene5322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gene5323,0.1498185,0.07829666,0.5707901,1.34E-16,1.57E-17,0.1386404,0.1334869,0.6767639,9.75E-18,6.54E-13,8.78E-18,1.57E-17,0.7667795,0.8635408,0.09037835,0.6160525
Gene5324,4.97E-06,1.80E-15,0.000149198,2.81E-12,5.56E-05,0.9029424,6.47E-18,5.62E-06,9.58E-18,9.83E-16,2.66E-18,3.48E-10,0.1788994,1.75E-13,4.71E-13,1.53E-06
Gene5325,0.09067324,0.2539569,0.1122107,6.52E-08,0.005039596,0.000744259,5.36E-09,0.4790492,6.27E-35,8.36E-17,8.97E-22,5.58E-16,1.32E-15,0.05043918,0.000546517,0.109944
Gene5326,6.866635,4.852091,0,1.442419,1.618499,0,3.380122,0,0,0,0,0,0,0,0,0
Gene5327,0.3688176,5.85E-35,0.1010993,0.09587508,2.23E-31,0.08602975,0.3307482,0.3526234,1.31E-34,3.11E-35,0,0,1.547623,0.4812052,0.1084988,1.109118
Gene5328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gene5329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gene5330,1.333446,0.9266112,0.6593456,0.1615156,2.239597,0.817434,0.7785129,0.1636076,1.27377,1.89E-12,3.26E-13,1.05E-05,0.2791699,0.8394033,1.017227,2.177823
Gene5331,0.9472091,0.6673386,0.9937166,1.082748,1.050064,1.030288,1.649093,1.764187,0.417756,0,3.885681,0,3.262638,2.610359,3.212289,4.395471
Gene5332,0.5158077,1.273726,0.816402,0.6945713,1.096638,1.620332,3.07174,4.6832,0.06485735,0.3199242,0.8421609,0,1.714233,2.666358,1.989165,2.958362
Gene5333,7.32E-06,1.68E-32,2.35E-17,0.2442551,3.17E-18,4.75E-21,0.004454689,0.009024501,1.10E-31,0,0,0,0,4.65E-23,1.82E-31,5.26E-39
Gene5334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gene5335,23.50584,20.9571,11.41161,26.86556,82.29023,41.02978,27.55686,29.15155,2.549056,11.12311,1.802569,13.4935,26.57869,20.1891,30.35436,26.73142
Gene5336,0.5183538,1.530651,16.19892,1.98707,8.110991,9.328363,4.034027,6.508873,27.35509,10.53726,41.69451,3.07968,4.698645,9.270932,10.52681,0.7874436
Gene5337,3.78667,4.57685,6.982181,6.354464,5.470566,7.704084,6.337434,6.850762,1.57E-30,0,5.56E-42,0,8.050685,8.171069,4.804999,10.64077
Gene5338,16.75586,14.957,27.00601,19.65584,41.11477,40.3165,24.6081,40.56765,8.53807,23.06599,14.36832,42.65023,22.82456,37.39971,15.19901,39.33969
Gene5339,74.43926,113.3308,94.43174,99.09487,172.4246,128.1489,103.1053,87.81039,192.5868,106.3584,96.96602,33.67027,101.4854,102.9391,94.83971,77.88993
Gene5340,6.30E-13,5.32E-20,1.20E-16,2.95E-14,1.07E-18,1.64E-20,1.12E-21,2.77E-20,3.51E-18,2.00E-40,1.11E-12,1.38E-38,1.92E-17,2.08E-24,2.84E-19,0.000172044
Gene5341,2.63E-33,1.38E-32,2.96E-34,8.23E-31,2.12E-30,4.47E-31,3.48E-22,3.89E-35,2.06E-29,3.77E-28,2.46E-32,1.74E-29,2.92E-32,3.82E-34,7.56E-31,1.05E-39
Gene5342,2.23E-26,1.48E-09,1.50E-17,0.04774155,3.91E-40,1.149755,0.009804446,0,6.85E-16,0,3.50E-26,0,0.001081448,1.643642,0.00168963,1.186256
Gene5343,7.95E-14,4.94E-11,0,1.53E-40,1.08E-32,0.1302531,0.344628,0.1086088,3.21E-14,6.29E-22,0.2803514,8.27E-12,1.161874,0.8081947,2.78E-40,0.3923857
Gene5344,1.56E-16,1.20E-11,1.47E-17,0.3599321,8.61E-18,0.629188,1.238714,0.3817663,5.55E-14,1.19E-15,0.8917434,0.2932285,0.5834678,1.00E-13,3.422606,3.159554
Gene5345,0,0,2.69E-31,3.79E-21,6.80E-17,2.20E-21,1.95E-24,3.48E-23,0,0,0,0,2.38E-23,2.83E-30,1.20E-16,3.10E-24
Gene5346,0.6485066,0.004685429,1.128429,1.047868,0.899919,0.6634139,0.8656644,1.75E-14,2.141439,4.837682,0.03760808,0.9771135,2.044919,1.238447,1.600511,1.06026
Gene5347,5.53E-35,3.36E-28,8.20E-29,3.72E-29,9.16E-25,2.76E-28,4.47E-30,1.59E-34,5.22E-28,1.53E-42,1.73E-31,3.26E-43,2.28E-29,4.92E-30,3.04E-29,0.2576419
Gene5348,2.480155,0.4040295,1.3689,1.170119,0.07614885,0.7866978,0.6257198,0.9799669,0,7.41E-44,0,0,0,0.08159606,0.1860816,0.6275276
Gene5349,45.76843,33.56885,34.19873,28.57917,19.43036,20.65045,16.39384,12.65206,173.1798,92.55521,246.4745,170.3309,6.825826,6.105759,13.66546,7.591985
